ID,Name,Type1,Type2,Stat Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Pokedex Entry,Images
368,Gorebyss,Water, ,485,55,84,105,114,75,52,3,The color of its body changes with the water temperature. The coloration of Gorebyss in Alola is almost blindingly vivid.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,Rock-hard scales and oil-filled swim bladders allow this Pokemon to survive the intense water pressure of the deep sea.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png
370,Luvdisc,Water, ,330,43,30,55,40,65,97,3,Its heart-shaped body makes it popular. In some places you would give a Luvdisc to someone you love.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png
371,Bagon,Dragon, ,300,45,75,60,40,30,50,3,Its steel-hard head can shatter boulders. It longingly hopes for wings to grow so it can fly.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png
372,Shelgon,Dragon, ,420,65,95,100,60,50,50,3,The cells within its shell transform with explosive speed preparing it for evolution.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,It flies around on its wings which have grown in at last. In its happiness it gushes hot flames burning up everything it passes over.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,The magnetic force generated by its body repels the ground’s natural magnetism letting it float.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,It is formed by two Beldum joining together. Its two brains are linked amplifying its psychic power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,It folds its four legs when flying. Its four brains are said to be superior to a supercomputer.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png
377,Regirock,Rock, ,580,80,100,200,50,100,50,3,Every bit of Regirock’s body is made of stone. As parts of its body erode this Pokemon sticks rocks to itself to repair what’s been lost.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png
378,Regice,Ice, ,580,80,50,100,100,200,50,3,With cold air that can reach temperatures as low as −328 degrees Fahrenheit Regice instantly freezes any creature that approaches it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png
379,Registeel,Steel, ,580,80,75,150,75,150,50,3,Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,Latias is highly sensitive to the emotions of people. If it senses any hostility this Pokemon ruffles the feathers all over its body and cries shrilly to intimidate the foe.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokemon is intelligent and understands human speech.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png
382,Kyogre,Water, ,670,100,100,90,150,140,90,3,Through Primal Reversion and with nature’s full power it will take back its true form. It can summon storms that cause the sea levels to rise.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png
383,Groudon,Ground, ,670,100,150,140,100,90,90,3,Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre as each sought to gain the power of nature.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokemon senses danger it will fight without awakening.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/385.png
386,Deoxys,Psychic, ,600,50,150,50,150,50,150,3,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokemon’s chest appears to be its brain.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png
387,Turtwig,Grass, ,318,55,68,64,45,55,31,4,The shell on its back is made of soil. If the shell is moist to the touch Turtwig is very healthy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png
388,Grotle,Grass, ,405,75,89,85,55,65,36,4,Grotle live in the forest. Each is said to have its own secret place for getting clean springwater.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,Ancient people imagined that beneath the ground dwelt a gigantic Torterra.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png
390,Chimchar,Fire, ,309,44,58,44,58,44,61,4,It is very agile. Before going to sleep it extinguishes the flame on its tail to prevent fires.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,This Pokemon confounds opponents with its speed. It uses all its limbs to fight in its own unique style.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png
393,Piplup,Water, ,314,53,51,53,61,56,40,4,A poor walker it often falls down. However its strong pride makes it puff up its chest without a care.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png
394,Prinplup,Water, ,405,64,66,68,81,76,50,4,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees in half with a single hit.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,If anyone were to hurt its pride it would slash them in two with wings that can cleave through an ice floe.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png
396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,They flock around mountains and fields chasing after bug Pokemon. Their singing is noisy and annoying.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,Recognizing their own weakness they always live in a group. When alone a Staravia cries noisily.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,When Staravia evolve into Staraptor they leave the flock to live alone. They have sturdy wings.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png
399,Bidoof,Normal, ,250,59,45,40,35,40,31,4,With nerves of steel nothing can perturb it. It is more agile and active than it appears.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png
401,Kricketot,Bug, ,194,37,25,41,25,41,25,4,Its legs are short. Whenever it stumbles its stiff antennae clack with a xylophone-like sound.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png
402,Kricketune,Bug, ,384,77,85,51,55,51,65,4,By allowing its cry to resonate in the hollow of its belly it produces a captivating sound.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png
403,Shinx,Electric, ,263,45,65,34,40,34,45,4,The extension and contraction of its muscles generates electricity. It glows when in trouble.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png
404,Luxio,Electric, ,363,60,85,49,60,49,60,4,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png
405,Luxray,Electric, ,523,80,120,79,95,79,70,4,It can see clearly through walls to track down its prey and seek its lost young.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png
406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,The pollen it releases contains poison. If this Pokemon is raised on clean water the poison’s toxicity is increased.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,After captivating opponents with its sweet scent it lashes them with its thorny whips.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png
408,Cranidos,Rock, ,350,67,125,40,30,30,58,4,It lived in jungles around a hundred million years ago. It used its skillful headbutts to combat Aerodactyl.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png
409,Rampardos,Rock, ,495,97,165,60,65,50,58,4,Stifled by a thick skull that can withstand any impact this Pokemon’s brain never got very big.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,It is outstandingly armored. As a result it has no particular need to battle with others and can spend its time feeding on grass and berries.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/410.png
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,While it can guard against any sort of attack from the front it is left without recourse when attacked from behind.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/411.png
412,Burmy,Bug, ,224,40,29,45,29,45,36,4,To shelter itself from cold wintry winds it covers itself with a cloak made of twigs and leaves.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png
413,Wormadam,Bug,Steel,424,60,69,95,69,95,36,4,Its appearance changes depending on where it evolved. The materials on hand become a part of its body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,It loves the honey of flowers and steals honey collected by Combee.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/414.png
415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,At night Combee sleep in a group of about a hundred packed closely together in a lump.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/415.png
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,It houses its colony in cells in its body and releases various pheromones to make those grubs do its bidding.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/416.png
417,Pachirisu,Electric, ,405,60,45,70,45,90,95,4,It’s one of the kinds of Pokemon with electric cheek pouches. It shoots charges from its tail.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/417.png
418,Buizel,Water, ,330,55,65,35,60,30,85,4,It spins its two tails like a screw to propel itself through water. The tails also slice clinging seaweed.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/418.png
419,Floatzel,Water, ,495,85,105,55,85,50,115,4,With its flotation sac inflated it can carry people on its back. It deflates the sac before it dives.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/419.png
420,Cherubi,Grass, ,275,45,35,45,62,53,35,4,It nimbly dashes about to avoid getting pecked by bird Pokemon that would love to make off with its small nutrient-rich storage ball.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/420.png
421,Cherrim,Grass, ,450,70,60,70,87,78,85,4,As a bud it barely moves. It sits still placidly waiting for sunlight to appear.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/421.png
422,Shellos,Water, ,325,76,48,48,57,62,34,4,It used to have a shell on its back long ago. This species is closely related to Pokemon like Shellder.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/422.png
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,Its whole body is sticky with mucus. In the past this form of Gastrodon was by far the more numerous one.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/423.png
424,Ambipom,Normal, ,482,75,100,66,60,66,115,4,They live on large trees. They are said to communicate by connecting their tails to those of others.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/424.png
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,It is whispered that any child who mistakes Drifloon for a balloon and holds on to it could wind up missing.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/425.png
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,It can generate and release gas within its body. That’s how it can control the altitude of its drift.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/426.png
427,Buneary,Normal, ,350,55,66,44,44,56,85,4,If both of Buneary’s ears are rolled up something is wrong with its body or mind. It’s a sure sign the Pokemon is in need of care.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/427.png
428,Lopunny,Normal, ,480,65,76,84,54,96,105,4,Lopunny is constantly monitoring its surroundings. If danger approaches this Pokemon responds with superdestructive kicks.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/428.png
429,Mismagius,Ghost, ,495,60,60,60,105,105,105,4,Its cry sounds like an incantation. It is said the cry may rarely be imbued with happiness-giving power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/429.png
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,It is merciless by nature. It is said that it never forgives the mistakes of its Murkrow followers.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/430.png
